address,Latitude,Longitude,Accuracy Score,Accuracy Type,City,State,County,Zip,ACS Economics/Median household income/Total/Value,ACS Economics/Median household income/Total/Margin of error,ACS Demographics/Median age/Total/Value,ACS Demographics/Median age/Total/Margin of error,ACS Demographics/Race and ethnicity/Not Hispanic or Latino: White alone/Percentage,ACS Demographics/Race and ethnicity/Not Hispanic or Latino: Black or African American alone/Percentage,ACS Demographics/Race and ethnicity/Not Hispanic or Latino: American Indian and Alaska Native alone/Percentage,ACS Demographics/Race and ethnicity/Not Hispanic or Latino: Asian alone/Percentage,ACS Demographics/Race and ethnicity/Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone/Percentage
"1416 Sand piper Spit,Richmond,Contra Costa County",37.908138,-122.37685,1.0,range_interpolation,Richmond,CA,Contra Costa County,94801.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Richmond Refinery Long Wharf at 841 Chevron Way,Richmond,Contra Costa County",37.92948,-122.386683,0.7,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"The Long Wharf for 841 Chevron Way,Richmond,Contra Costa County",37.92948,-122.386683,0.7,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"841 Chevron Way (Chevron Refinery),Richmond,Contra Costa County",37.92948,-122.386683,0.7,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"2656 Mira Vista Dr,East Richmond Heights,Contra Costa County",37.938854,-122.313655,0.9,rooftop,Richmond,CA,Contra Costa County,94805.0,117024.0,45554.0,56.3,4.3,0.617,0.05,0.0,0.271,0.0
"Richmond-San Rafael Bridge Crossing,Richmond,Contra Costa County",37.913879,-122.304704,1.0,street_center,El Cerrito,CA,Contra Costa County,94530.0,159667.0,69948.0,47.4,6.4,0.511,0.013,0.0,0.354,0.0
"2658 Mira Vista x Hazel Ave,Richmond,Contra Costa County",37.938958,-122.313653,0.86,rooftop,Richmond,CA,Contra Costa County,94805.0,117024.0,45554.0,56.3,4.3,0.617,0.05,0.0,0.271,0.0
"Chevron Oil Refinery,Richmond,Contra Costa County",37.92948,-122.386683,1.0,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"1314 Canal Blvd,Richmond,Contra Costa County",37.912224,-122.365991,0.85,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Richmond Berth 3, 1314 Canal Blvd,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"Berth 22, Port of Richmond,Richmond,Contra Costa County",37.919479,-121.951543,0.95,county,,CA,Contra Costa County,,,,,,,,,,
"1316 Canal Blvd,Richmond,Contra Costa County",37.907843,-122.369544,0.9,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Point Isabel - 2755 Isabel Street,Richmond,Contra Costa County",37.897055,-122.32188,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,105945.0,10039.0,43.9,10.4,0.501,0.164,0.0,0.31,0.0
"Chevron Richmond Refinery - Gertrude Street,Richmond,Contra Costa County",37.92948,-122.386683,1.0,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"Point Isabel Wet Weather Facility,  2755 Isabel Street,Richmond,Contra Costa County",37.897055,-122.32188,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,105945.0,10039.0,43.9,10.4,0.501,0.164,0.0,0.31,0.0
"2535 Andrade Ave,Richmond,Contra Costa County",37.948002,-122.343517,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,76803.0,7724.0,28.2,7.5,0.158,0.021,0.0,0.822,0.0
"1300 Dunn Ave.,Richmond,Contra Costa County",37.948685,-122.356936,1.0,rooftop,Richmond,CA,Contra Costa County,94801.0,59188.0,28498.0,40.5,5.2,0.638,0.176,0.0,0.186,0.0
"300 Pennsylvania,Richmond,Contra Costa County",37.942439,-122.36669,1.0,range_interpolation,Richmond,CA,Contra Costa County,94801.0,57933.0,14262.0,28.1,3.1,0.026,0.638,0.034,0.063,0.0
"3600 Cutting Blvd,Richmond,Contra Costa County",37.925595,-122.334944,0.9,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,57803.0,13467.0,29.8,2.0,0.083,0.628,0.061,0.127,0.0
"2400 Maine Ave. nearest cross street is S. 24th St.,Richmond,Contra Costa County",37.927762,-122.34648,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,59840.0,16148.0,24.6,6.5,0.064,0.456,0.0,0.272,0.0
"2755 Isabel Street, Point Isabel Wet Weather Facility,Richmond,Contra Costa County",37.897055,-122.32188,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,105945.0,10039.0,43.9,10.4,0.501,0.164,0.0,0.31,0.0
"Kinder Morgan Richmond Terminal 1140 Canal Blvd. ,Richmond,Contra Costa County",37.917713,-122.369026,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"MM13.34 of the Martinez Subdivision, nearest cross street is  Chesley ,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"303 Garrard Blvd.,Richmond,Contra Costa County",37.936462,-122.372425,1.0,range_interpolation,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"Point Isabel at 2755 Isabel Street,Richmond,Contra Costa County",37.897055,-122.32188,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,105945.0,10039.0,43.9,10.4,0.501,0.164,0.0,0.31,0.0
"860 Harbor Way South,Richmond,Contra Costa County",37.920138,-122.359448,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"2775 Isabel St (Point Isabel Wet Weather Facility),Richmond,Contra Costa County",37.896974,-122.321763,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,105945.0,10039.0,43.9,10.4,0.501,0.164,0.0,0.31,0.0
"1300 Dunn Ave, 1300 Rheem Ave, 1300 Costa Ave,Richmond,Contra Costa County",37.948685,-122.356936,1.0,rooftop,Richmond,CA,Contra Costa County,94801.0,59188.0,28498.0,40.5,5.2,0.638,0.176,0.0,0.186,0.0
"5100 Ventura Ave,Richmond,Contra Costa County",37.681287,-121.784614,0.7,street_center,Livermore,CA,Alameda County,94550.0,112569.0,76375.0,40.3,3.7,0.918,0.016,0.003,0.043,0.002
"488 WRIGHT AVE ,Richmond,Contra Costa County",37.920165,-122.364452,0.9,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"RICHMOND LONG WHARF, BERTH 4,Richmond,Contra Costa County",37.912211,-122.303675,0.9,street_center,El Cerrito,CA,Contra Costa County,94530.0,122750.0,31172.0,38.4,1.3,0.644,0.015,0.005,0.29,0.0
"Cutting Blvd crossing,Richmond,Contra Costa County",37.92507,-122.337523,0.9,street_center,Richmond,CA,Contra Costa County,94804.0,46279.0,15606.0,31.8,3.9,0.271,0.61,0.0,0.032,0.0
"Cutting Blvd Crossing, Subdivision: UPRR Martinez, Milepost: 10.8, DOT Crossing number: 751678U,Richmond,Contra Costa County",37.92507,-122.337523,0.9,street_center,Richmond,CA,Contra Costa County,94804.0,46279.0,15606.0,31.8,3.9,0.271,0.61,0.0,0.032,0.0
"2600 Spinnaker Way - Slips D-149 through D-173 at D - Dock, Marina Bay Yacht Harbor,Richmond,Contra Costa County",37.912429,-122.345429,0.28,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,105945.0,10039.0,43.9,10.4,0.501,0.164,0.0,0.31,0.0
"1340 Marina Way South, D Dock, Unknown Sheen,Richmond,Contra Costa County",37.917326,-122.355774,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"23rd Street Yard, nearest road crossing the yard is Marina Bay Parkway, closest cross street is Meeker Avenue,Richmond,Contra Costa County",37.947948,-122.347583,0.4,street_center,Richmond,CA,Contra Costa County,94804.0,96250.0,24400.0,32.5,2.5,0.113,0.296,0.046,0.095,0.0
"1500 Bissell Ave,Richmond,Contra Costa County",37.933928,-122.355211,1.0,range_interpolation,Richmond,CA,Contra Costa County,94801.0,36625.0,23062.0,33.3,9.4,0.141,0.793,0.0,0.066,0.0
"1st location is Intersection of San Pablo Avenue and Intestate 80 On-ramp, 2nd location is 4400 Wilson Avenue,Richmond,Contra Costa County",37.976041,-121.713909,0.9,street_center,Oakley,CA,Contra Costa County,94561.0,109071.0,20769.0,36.4,5.2,0.764,0.088,0.0,0.098,0.0
"Point Isabell Facility,  2755 Isabell Street,Richmond,Contra Costa County",37.897055,-122.32188,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,105945.0,10039.0,43.9,10.4,0.501,0.164,0.0,0.31,0.0
"100 W Cutting Blvd,Richmond,Contra Costa County",37.923513,-122.370751,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"1340 Marina Way South, Slip E171,Richmond,Contra Costa County",37.917326,-122.355774,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"Curry Ave & Chanslor,Richmond,Contra Costa County",37.932848,-122.373854,0.8,intersection,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"MP 14.1 of the Martinez sub near Brookside Rd.,Richmond,Contra Costa County",37.969059,-121.666358,0.9,nearest_rooftop_match,Knightsen,CA,Contra Costa County,94548.0,54177.0,50349.0,32.2,9.1,0.496,0.504,0.0,0.0,0.0
"1100 Hensley Blvd.,Richmond,Contra Costa County",37.94816,-122.363554,1.0,rooftop,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"1340 Marina Way South - F183,Richmond,Contra Costa County",37.917326,-122.355774,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"Richmond 11 Kinder Morgan Conoco Phillips Dock,Richmond,Contra Costa County",38.004062,-121.724526,0.7,rooftop,Oakley,CA,Contra Costa County,94561.0,102794.0,13309.0,33.0,2.9,0.775,0.008,0.0,0.142,0.0
"1800 Costa Ave,Richmond,Contra Costa County",37.950177,-122.352077,1.0,range_interpolation,San Pablo,CA,Contra Costa County,94806.0,41995.0,30517.0,25.7,20.4,0.283,0.717,0.0,0.0,0.0
"1120 Brickyard Cove Rd, Unknown Sheen Incident,Richmond,Contra Costa County",37.909871,-122.378227,0.87,nearest_rooftop_match,Richmond,CA,Contra Costa County,94801.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Across street from 305 Cutting Blvd,Richmond,Contra Costa County",37.925555,-122.366733,0.95,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"4400 Wilson Ave,Richmond,Contra Costa County",37.966399,-121.982799,0.86,nearest_rooftop_match,Concord,CA,Contra Costa County,94521.0,109083.0,50965.0,45.6,17.0,0.726,0.045,0.0,0.111,0.0
"EB Interstate 80 at San Pablo Off-ramp,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"1300 Dunn Ave,Richmond,Contra Costa County",37.948685,-122.356936,1.0,rooftop,Richmond,CA,Contra Costa County,94801.0,59188.0,28498.0,40.5,5.2,0.638,0.176,0.0,0.186,0.0
" Point Isabel Wet Weather Facility 2755 Isabel St,Richmond,Contra Costa County",37.897055,-122.32188,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,105945.0,10039.0,43.9,10.4,0.501,0.164,0.0,0.31,0.0
"100 West Cutting Blvd,Richmond,Contra Costa County",37.923513,-122.370751,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"1300 Dunn Avenue,Richmond,Contra Costa County",37.948685,-122.356936,1.0,rooftop,Richmond,CA,Contra Costa County,94801.0,59188.0,28498.0,40.5,5.2,0.638,0.176,0.0,0.186,0.0
"EB I80 on ramp at San Pablo Ave ,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"2824 Regatta Blvd,Richmond,Contra Costa County",37.914678,-122.341689,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,142134.0,27685.0,49.3,12.4,0.324,0.358,0.01,0.214,0.0
"860 Harbor Wy S,Richmond,Contra Costa County",0.0,0.0,0.0,,,,,,,,,,,,,,
"Point Isabel- Wet Weather Facility 2755 Isabel St,Richmond,Contra Costa County",37.897055,-122.32188,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,105945.0,10039.0,43.9,10.4,0.501,0.164,0.0,0.31,0.0
"4400 Wilson Ave.,Richmond,Contra Costa County",37.966399,-121.982799,0.86,nearest_rooftop_match,Concord,CA,Contra Costa County,94521.0,109083.0,50965.0,45.6,17.0,0.726,0.045,0.0,0.111,0.0
"1300 Dunn St.,Richmond,Contra Costa County",38.023514,-122.112925,0.7,street_center,Martinez,CA,Contra Costa County,94553.0,128409.0,23644.0,36.3,7.1,0.827,0.008,0.0,0.082,0.0
"Intersection of Roosevelt Ave. and San Pablo Ave..,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"2824 Regatta Blvd.,Richmond ,Contra Costa County",37.914678,-122.341689,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,142134.0,27685.0,49.3,12.4,0.324,0.358,0.01,0.214,0.0
"Intersection of 23rd St and Cutting Blvd.,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"2000 Giaramita St,Richmond,Contra Costa County",37.961628,-122.363427,1.0,rooftop,Richmond,CA,Contra Costa County,94801.0,55625.0,23524.0,29.3,3.9,0.381,0.398,0.0,0.088,0.0
"Point Richmond - Intersection Western Drive and Cliffside Court,Richmond,Contra Costa County",37.90854,-121.60023,0.5,place,Discovery Bay,CA,Contra Costa County,94505.0,,,,,,,,,
"Richmond #17,Richmond,Contra Costa County",37.924956,-122.384481,0.9,range_interpolation,Richmond,CA,Contra Costa County,94801.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Chevron Long Wharf,Richmond,Contra Costa County",37.92948,-122.386683,1.0,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
" Milepost 11.2 Martinez Sub,Richmond,Contra Costa County",38.035806,-122.268756,0.7,street_center,Rodeo,CA,Contra Costa County,94572.0,80404.0,38054.0,44.3,9.9,0.447,0.1,0.0,0.317,0.031
"12141 San Pablo,Richmond,Contra Costa County",37.933301,-122.324428,0.9,rooftop,Richmond,CA,Contra Costa County,94805.0,134007.0,34402.0,44.2,8.0,0.735,0.021,0.0,0.241,0.0
"Richmond Parkway crossing,Richmond,Contra Costa County",37.912211,-122.303675,0.86,street_center,El Cerrito,CA,Contra Costa County,94530.0,122750.0,31172.0,38.4,1.3,0.644,0.015,0.005,0.29,0.0
"Richmond Slough,Richmond,Contra Costa County",37.912211,-122.303675,0.9,street_center,El Cerrito,CA,Contra Costa County,94530.0,122750.0,31172.0,38.4,1.3,0.644,0.015,0.005,0.29,0.0
"Point Isabella Park,  Rydan Road,Richmond,Contra Costa County",37.90854,-121.60023,0.5,place,Discovery Bay,CA,Contra Costa County,94505.0,,,,,,,,,
"Dornan Rd at Western Dr (Keller Beach),Richmond,Contra Costa County",37.92107,-122.385624,0.99,intersection,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"6101 Santa Cruz,Richmond,Contra Costa County",37.908613,-122.308792,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,86078.0,20727.0,39.5,12.5,0.695,0.03,0.0,0.15,0.0
"3500 Bissell Ave,Richmond,Contra Costa County",37.933186,-122.336023,1.0,rooftop,Richmond,CA,Contra Costa County,94805.0,57803.0,13467.0,29.8,2.0,0.083,0.628,0.061,0.127,0.0
"841 Chevron Way - Richmond refinery,Richmond,Contra Costa County",37.92948,-122.386683,0.7,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"731 Cutting Blvd,Richmond,Contra Costa County",37.926096,-122.37681,0.8,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Pt Potrero,Richmond,Contra Costa County",37.90854,-121.60023,0.5,place,Discovery Bay,CA,Contra Costa County,94505.0,,,,,,,,,
"1313 Canal Way, Basin 3,Richmond,Contra Costa County",38.019522,-121.937417,0.7,street_center,Pittsburg,CA,Contra Costa County,94565.0,0.0,0.0,42.5,16.0,0.309,0.102,0.053,0.488,0.0
"Richmond Lube Oil Plant,  Chevron Refinery, 841 Chevron Way,Richmond,Contra Costa County",37.539713,-122.001619,0.9,street_center,Fremont,CA,Alameda County,94536.0,119545.0,21353.0,43.5,3.4,0.451,0.032,0.0,0.449,0.005
"MPM 27.7 on the Niles Sup  ,Richmond,Contra Costa County",38.028158,-122.265808,1.0,range_interpolation,Rodeo,CA,Contra Costa County,94572.0,82375.0,40723.0,33.6,4.3,0.27,0.238,0.0,0.365,0.11
"Dock 17B 100 Cutter Blvd,Richmond,Contra Costa County",37.967422,-122.257249,0.7,street_center,El Sobrante,CA,Contra Costa County,94803.0,137096.0,21783.0,41.5,8.6,0.617,0.164,0.0,0.132,0.0
"841 Chevron Way //Berth number 1,Richmond,Contra Costa County",37.92948,-122.386683,0.8,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"UPS Sorting Facility,  1601 Atlas Road,Richmond,Contra Costa County",37.996643,-122.341595,0.9,rooftop,San Pablo,CA,Contra Costa County,94806.0,64097.0,20363.0,37.3,8.7,0.155,0.823,0.0,0.023,0.0
"Intersection of Riverside Avenue and North Arlington Blvd,Richmond,Contra Costa County",37.919479,-121.951543,0.4,county,,CA,Contra Costa County,,,,,,,,,,
"731 West Cutting Blvd,Richmond,Contra Costa County",37.926096,-122.37681,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Gertrude Ave and McKosen Road,Richmond,Contra Costa County",37.954196,-122.369169,1.0,street_center,Richmond,CA,Contra Costa County,94801.0,106500.0,43340.0,37.3,5.7,0.0,0.651,0.0,0.319,0.019
"MPM 1189,Richmond,Contra Costa County",37.915065,-122.304611,0.9,nearest_rooftop_match,El Cerrito,CA,Contra Costa County,94530.0,159667.0,69948.0,47.4,6.4,0.511,0.013,0.0,0.354,0.0
"3429 Cutting Blvd,Richmond,Contra Costa County",37.925531,-122.33638,0.95,rooftop,Richmond,CA,Contra Costa County,94804.0,57803.0,13467.0,29.8,2.0,0.083,0.628,0.061,0.127,0.0
"230 N. Cutting Ave.,Richmond,Contra Costa County",37.923847,-122.371652,0.8,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"1 West Richmond Ave,Richmond,Contra Costa County",37.924918,-122.38466,1.0,rooftop,Richmond,CA,Contra Costa County,94801.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"840 Morton Ave,Richmond,Contra Costa County",37.981982,-122.356451,1.0,rooftop,San Pablo,CA,Contra Costa County,94806.0,64097.0,20363.0,37.3,8.7,0.155,0.823,0.0,0.023,0.0
"Chevron Richmond Refinery, 841 Chevron Way,Richmond,Contra Costa County",37.92948,-122.386683,0.7,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"3701 Collins Ave,Richmond,Contra Costa County",37.981689,-122.353658,0.9,rooftop,San Pablo,CA,Contra Costa County,94806.0,64097.0,20363.0,37.3,8.7,0.155,0.823,0.0,0.023,0.0
"1340 Marina Way South berth D-039,Richmond,Contra Costa County",37.917326,-122.355774,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"1140 Cannel Ave,Richmond,Contra Costa County",37.698285,-122.124611,0.7,street_center,San Lorenzo,CA,Alameda County,94580.0,80078.0,27590.0,42.1,8.9,0.097,0.272,0.028,0.56,0.0
"223 25th Street,Richmond,Contra Costa County",37.934445,-122.345915,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,103500.0,68832.0,44.6,14.6,0.284,0.17,0.0,0.534,0.0
"Richmond Long Wharf (Chevron),Richmond,Contra Costa County",37.912211,-122.303675,0.9,street_center,El Cerrito,CA,Contra Costa County,94530.0,122750.0,31172.0,38.4,1.3,0.644,0.015,0.005,0.29,0.0
"Harbor Way and Wright Ave,Richmond,Contra Costa County",37.921195,-122.36006,0.8,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"West Cutting Blvd and Boatramp Street,Richmond,Contra Costa County",37.925114,-122.372223,0.9,street_center,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Point Isabel Wet Weather Treatment Facility, 2755 Isabel Street,Richmond,Contra Costa County",37.90854,-121.60023,0.5,place,Discovery Bay,CA,Contra Costa County,94505.0,,,,,,,,,
"Nevin at San Pablo Ave,Richmond,Contra Costa County",37.935997,-122.342299,0.9,street_center,Richmond,CA,Contra Costa County,94804.0,12675.0,2281.0,40.4,8.2,0.211,0.686,0.0,0.046,0.0
"10th St. at Dimm Ave,Richmond,Contra Costa County",37.947523,-122.384032,0.5,place,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"Barrett Ave at 44th St.,Richmond,Contra Costa County",37.935845,-122.327519,0.99,intersection,Richmond,CA,Contra Costa County,94805.0,,,,,,,,,
"Harbor Blvd, Wright Ave,Richmond,Contra Costa County",37.747327,-122.251001,0.9,street_center,Alameda,CA,Alameda County,94502.0,147679.0,78723.0,51.3,11.6,0.441,0.034,0.0,0.397,0.0
"Boat Ramp Road & Cutting Blvd,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
" Point Isabel Wet Weather Treatment Facility, 2755 Isabel Street,Richmond,Contra Costa County",37.90854,-121.60023,0.5,place,Discovery Bay,CA,Contra Costa County,94505.0,,,,,,,,,
"Roosevelt Ave & San Pablo Ave, ,Richmond,Contra Costa County",37.937078,-122.325723,0.99,intersection,Richmond,CA,Contra Costa County,94805.0,,,,,,,,,
"San Pablo Ave @ I-80 Overpass (manhole #010186),Richmond,Contra Costa County",37.93784,-122.326253,0.78,intersection,Richmond,CA,Contra Costa County,94805.0,,,,,,,,,
"3200 Ragetta Blvd (Manhole #120155),Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"San Pablo Ave @ I-80 On- Ramp (Manhole # 010185),Richmond,Contra Costa County",37.93784,-122.326253,0.78,intersection,Richmond,CA,Contra Costa County,94805.0,,,,,,,,,
"Manhole #030266 @ 614 Wilson Ave,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"2910 Hilltop Drive,Richmond,Contra Costa County",37.977243,-122.332918,0.9,rooftop,San Pablo,CA,Contra Costa County,94806.0,92813.0,18368.0,50.0,5.6,0.037,0.402,0.0,0.331,0.0
"Harbor Way South and Wright Ave,Richmond,Contra Costa County",37.921195,-122.36006,0.95,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"Boat Ramp Rd and Cutting Blvd,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"3200 Regata Blvd  Man hole 120155,Richmond,Contra Costa County",37.915843,-122.340199,0.4,rooftop,Richmond,CA,Contra Costa County,94804.0,142134.0,27685.0,49.3,12.4,0.324,0.358,0.01,0.214,0.0
"321 Canal Blvd  Man hole 100020,Richmond,Contra Costa County",37.928433,-122.37887,0.4,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Nevin & San Pablo Ave , manhole 010300, 010297,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"601 Canal Blvd ,Richmond,Contra Costa County",37.919772,-122.379063,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"777 Humboldt Street,Richmond,Contra Costa County",37.944088,-122.325056,1.0,rooftop,Richmond,CA,Contra Costa County,94805.0,123882.0,44857.0,42.9,8.9,0.741,0.105,0.0,0.101,0.0
"601 Canal Blvd,Richmond,Contra Costa County",37.919772,-122.379063,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Intersection of 20th Street and Grant Avenue,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"841 Chevron Way, Chevron Refinery,Richmond,Contra Costa County",37.92948,-122.386683,0.7,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"1071 Parkside Drive,Richmond,Contra Costa County",37.979803,-122.310619,0.9,rooftop,El Sobrante,CA,Contra Costa County,94803.0,88818.0,22868.0,48.4,4.4,0.141,0.386,0.0,0.443,0.0
"3615 Park Ridge Drive,Richmond,Contra Costa County",37.989004,-122.343545,1.0,rooftop,San Pablo,CA,Contra Costa County,94806.0,89074.0,16419.0,35.2,2.4,0.105,0.099,0.0,0.77,0.0
"Marina Channel Entrance,Richmond,Contra Costa County",37.827463,-122.1353,1.0,street_center,Moraga,CA,Contra Costa County,94556.0,155994.0,22028.0,45.5,4.1,0.715,0.0,0.0,0.181,0.0
"Nevin at San Pablo,Richmond,Contra Costa County",37.935997,-122.342299,0.9,street_center,Richmond,CA,Contra Costa County,94804.0,12675.0,2281.0,40.4,8.2,0.211,0.686,0.0,0.046,0.0
"San Pablo at Nevin Ave,Richmond,Contra Costa County",37.933622,-122.324224,0.8,intersection,Richmond,CA,Contra Costa County,94805.0,,,,,,,,,
"Santa Fe Channel,Richmond,Contra Costa County",38.012424,-122.287647,1.0,street_center,Hercules,CA,Contra Costa County,94547.0,118750.0,39351.0,41.7,3.3,0.193,0.255,0.0,0.472,0.0
"1140 Canal Blvd, Kinder Morgan Richmond Terminal - Bulk Storage Liquid Terminal,Richmond,Contra Costa County",37.917713,-122.369026,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Richmond Long Wharf, Berth 4,Richmond,Contra Costa County",37.912211,-122.303675,0.9,street_center,El Cerrito,CA,Contra Costa County,94530.0,122750.0,31172.0,38.4,1.3,0.644,0.015,0.005,0.29,0.0
