address,Latitude,Longitude,Accuracy Score,Accuracy Type,City,State,County,Zip,ACS Economics/Median household income/Total/Value,ACS Economics/Median household income/Total/Margin of error,ACS Demographics/Median age/Total/Value,ACS Demographics/Median age/Total/Margin of error,ACS Demographics/Race and ethnicity/Not Hispanic or Latino: White alone/Percentage,ACS Demographics/Race and ethnicity/Not Hispanic or Latino: Black or African American alone/Percentage,ACS Demographics/Race and ethnicity/Not Hispanic or Latino: American Indian and Alaska Native alone/Percentage,ACS Demographics/Race and ethnicity/Not Hispanic or Latino: Asian alone/Percentage,ACS Demographics/Race and ethnicity/Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone/Percentage
"Battery & Willard ave,Richmond,Contra Costa County",37.951245,-122.370664,0.8,intersection,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"Ells Street & Parkview Place,Richmond,Contra Costa County",37.947523,-122.384032,0.5,place,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"23rd Street & Cutting Blvd,Richmond,Contra Costa County",37.925193,-122.347665,0.8,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"4701 Hartett Avenue,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"5400 Hartnett Ave,Richmond,Contra Costa County",37.917287,-122.325666,0.7,street_center,Richmond,CA,Contra Costa County,94804.0,37667.0,19582.0,33.4,3.7,0.106,0.664,0.0,0.128,0.013
"23rd St. and Cutting BLVD,Richmond,Contra Costa County",37.925193,-122.347665,0.8,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"530 W Cutting Blvd,Richmond,Contra Costa County",37.924094,-122.374042,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"841 Chevron Way, Richmond Long Wharf,Richmond,Contra Costa County",37.92948,-122.386683,0.7,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"Road crossing DOT #029854C, milepost marker 1187.19 of the Stockton Subdivision (Brookside Drive),Richmond,Contra Costa County",37.93718,-122.351362,0.7,street_center,Richmond,CA,Contra Costa County,94801.0,77414.0,65268.0,29.6,4.8,0.187,0.612,0.0,0.162,0.0
"MP 13.03, Martines Sub Division,Richmond,Contra Costa County",37.736493,-121.125445,0.61,nearest_rooftop_match,Ripon,CA,San Joaquin County,95366.0,61250.0,16706.0,32.7,14.7,0.797,0.0,0.0,0.074,0.0
"Latitude: 37° 54' 45"" N  /  Longitude: 122° 21' 00"" W  ( MARINA BAY YACHT  HARBOR ),Richmond,Contra Costa County",37.826198,-122.268935,0.3,street_center,Oakland,CA,Alameda County,94609.0,0.0,0.0,29.9,9.8,0.646,0.156,0.0,0.101,0.028
"West Ohio Ave, Canal Blvd,Richmond,Contra Costa County",37.919479,-121.951543,0.4,county,,CA,Contra Costa County,,,,,,,,,,
"Lat  37.902113 Long: 122.297997 / Corner of  Richmond St. Fairmount Ave,El Cerrito(1),Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"Marina Bay Yatch Harbor Dock E,Richmond,Contra Costa County",37.922602,-122.34771,1.0,street_center,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"MP 13.59 Martinez Sub,Richmond,Contra Costa County",37.914502,-122.313686,0.6,street_center,Richmond,CA,Contra Costa County,94804.0,64191.0,36477.0,31.9,2.8,0.58,0.051,0.0,0.246,0.0
"Milepost marker 11.75 of the Martinez Subdivision,Richmond,Contra Costa County",37.767543,-122.171536,0.7,street_center,Oakland,CA,Alameda County,94605.0,75288.0,38359.0,33.2,4.8,0.228,0.413,0.0,0.309,0.011
"Brooks Island Jetty,Richmond,Contra Costa County",37.979131,-121.729608,0.95,street_center,Oakley,CA,Contra Costa County,94561.0,172962.0,37302.0,34.6,10.0,0.968,0.0,0.0,0.003,0.0
"600 South 4th Street,Richmond,Contra Costa County",37.924002,-122.3648,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Richmond Yard, Stockton Sub , MP1189, 303 Garrard Blvd,Richmond,Contra Costa County",37.822676,-122.255823,1.0,street_center,Oakland,CA,Alameda County,94611.0,58484.0,30714.0,35.7,9.2,0.428,0.321,0.0,0.097,0.0
"Milepost marker 13.3 of the Martinez Subdivision (road crossing DOT #751691H),Richmond,Contra Costa County",37.931623,-122.366965,0.9,rooftop,Richmond,CA,Contra Costa County,94801.0,56053.0,35670.0,35.2,15.5,0.166,0.343,0.118,0.31,0.0
" 16th St, MP 12 of the Matinez Sub.,Richmond,Contra Costa County",37.956101,-122.353837,0.3,street_center,San Pablo,CA,Contra Costa County,94806.0,98684.0,25086.0,26.5,4.2,0.226,0.202,0.0,0.226,0.0
"841 Chevron Way Richmond ,Richmond,Contra Costa County",37.92948,-122.386683,0.7,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"653 McLaughlin Ave,Richmond,Contra Costa County",37.93905,-122.325985,0.95,rooftop,Richmond,CA,Contra Costa County,94805.0,123882.0,44857.0,42.9,8.9,0.741,0.105,0.0,0.101,0.0
"801 4Th Street,Richmond,Contra Costa County",38.033041,-122.265379,1.0,range_interpolation,Rodeo,CA,Contra Costa County,94572.0,82375.0,40723.0,33.6,4.3,0.27,0.238,0.0,0.365,0.11
"Milepost marker #1191.2 of the Stockton Subdivision,Richmond,Contra Costa County",37.937315,-121.699511,0.89,nearest_rooftop_match,Brentwood,CA,Contra Costa County,94513.0,82277.0,52377.0,31.5,14.0,0.205,0.603,0.0,0.125,0.0
"530 W Cutting Blvd, KKMI Boat Yard,Richmond,Contra Costa County",37.924094,-122.374042,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"MPM 9.95 on the Martinez Sub, Carlson Blvd.,Richmond,Contra Costa County",37.745929,-122.172975,0.7,street_center,Oakland,CA,Alameda County,94603.0,85741.0,72802.0,29.3,4.7,0.0,1.0,0.0,0.0,0.0
"Western Drive x Cliffside Ct. - 500 Feet west of the cross streets.,Richmond,Contra Costa County",37.824788,-122.009156,0.49,nearest_rooftop_match,Danville,CA,Contra Costa County,94526.0,225250.0,119428.0,48.2,5.7,0.901,0.0,0.0,0.053,0.0
"MP 10 Martinez Sub,Richmond,Contra Costa County",38.011017,-122.117975,0.7,street_center,Martinez,CA,Contra Costa County,94553.0,73965.0,10977.0,53.3,5.9,0.873,0.041,0.0,0.023,0.0
"454 Dimm St,Richmond,Contra Costa County",37.935675,-122.321937,1.0,rooftop,Richmond,CA,Contra Costa County,94805.0,134007.0,34402.0,44.2,8.0,0.735,0.021,0.0,0.241,0.0
"1340 Marina Way S,Richmond,Contra Costa County",37.917326,-122.355774,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"1314 Canal Blvd.,Richmond,Contra Costa County",37.912224,-122.365991,0.85,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Richmond Railyard, MP 1189 Stockton Sub,Richmond,Contra Costa County",37.910296,-122.299762,0.7,street_center,El Cerrito,CA,Contra Costa County,94530.0,130564.0,53924.0,42.0,2.4,0.598,0.022,0.0,0.283,0.033
"Latitude: 37° 54' 17"" N   /   Longitude: 122° 21' 54"" W,Richmond,Contra Costa County",37.826198,-122.268935,0.9,street_center,Oakland,CA,Alameda County,94609.0,0.0,0.0,29.9,9.8,0.646,0.156,0.0,0.101,0.028
"1414 Harbor Way S,Richmond,Contra Costa County",37.911533,-122.358167,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"Latitude: 37° 54' 37"", Longitude: 122° 22' 47"",Point Richmond,Contra Costa County",37.915393,-122.318402,0.6,street_center,Richmond,CA,Contra Costa County,94804.0,37667.0,19582.0,33.4,3.7,0.106,0.664,0.0,0.128,0.013
"134 S. 9th St.,Richmond,Contra Costa County",37.930091,-122.360719,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,43255.0,7078.0,31.4,1.7,0.077,0.653,0.009,0.059,0.0
"7th St & Chanhellor,Richmond,Contra Costa County",37.94352,-122.362455,0.9,street_center,Richmond,CA,Contra Costa County,94801.0,36359.0,22278.0,38.3,9.6,0.0,1.0,0.0,0.0,0.0
"37 58 00 N 122 25 00 W,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"Keller BEach Pier,Point Richmond,Contra Costa County",37.952856,-121.920962,1.0,street_center,Clayton,CA,Contra Costa County,94517.0,154550.0,51479.0,38.9,10.8,0.592,0.0,0.0,0.285,0.0
"Milepost marker 11.25 of the Martinez Subdivision,Richmond,Contra Costa County",37.932874,-122.34492,0.69,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,103500.0,68832.0,44.6,14.6,0.284,0.17,0.0,0.534,0.0
"100 Cutting Blvd, Richmond Inner Harbor,Richmond,Contra Costa County",37.922339,-122.369192,0.95,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"San Francisco Bay; Richmond Harbor; Parr Canal,Richmond,Contra Costa County",37.543725,-121.979879,0.9,street_center,Fremont,CA,Alameda County,94538.0,112308.0,28600.0,35.3,2.5,0.135,0.023,0.004,0.736,0.022
"SAN FRANCISCO BAY; RICHMOND HARBOR; PARR CANAL,Richmond,Contra Costa County",37.543725,-121.979879,0.9,street_center,Fremont,CA,Alameda County,94538.0,112308.0,28600.0,35.3,2.5,0.135,0.023,0.004,0.736,0.022
"MP 12.7 of the Martinez Sub,Richmond,Contra Costa County",38.027868,-122.26573,1.0,range_interpolation,Rodeo,CA,Contra Costa County,94572.0,82375.0,40723.0,33.6,4.3,0.27,0.238,0.0,0.365,0.11
"600 S 4th St,Richmond,Contra Costa County",37.924002,-122.3648,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"1145 Harbor Way South,Richmond,Contra Costa County",37.91889,-122.361027,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"1140 Canal Boulevard,Richmond,Contra Costa County",37.917713,-122.369026,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"MP 13.5 Martinez Sub,Richmond,Contra Costa County",37.728394,-121.946034,0.7,nearest_rooftop_match,San Ramon,CA,Contra Costa County,94583.0,198800.0,73261.0,38.3,12.7,0.329,0.007,0.0,0.605,0.0
"MPM 11.75 on the Martinez Sub,Richmond,Contra Costa County",37.767543,-122.171536,0.7,street_center,Oakland,CA,Alameda County,94605.0,75288.0,38359.0,33.2,4.8,0.228,0.413,0.0,0.309,0.011
"Lat: 37° 54' 29"" N | Long: 122° 23' 34"" W,Richmond,Contra Costa County",37.915393,-122.318402,0.6,street_center,Richmond,CA,Contra Costa County,94804.0,37667.0,19582.0,33.4,3.7,0.106,0.664,0.0,0.128,0.013
"intersection of San Pablo Avenue and Garvin Avenue,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"525 CASTRO ST   ,Richmond,Contra Costa County",38.018009,-122.13846,1.0,range_interpolation,Martinez,CA,Contra Costa County,94553.0,35729.0,22499.0,42.4,3.4,0.608,0.236,0.0,0.037,0.0
"141 Chevron Way,Richmond,Contra Costa County",37.929702,-122.386463,1.0,range_interpolation,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"5333 Gately Ave,Richmond,Contra Costa County",37.916543,-122.319044,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,37667.0,19582.0,33.4,3.7,0.106,0.664,0.0,0.128,0.013
"980 Hensley St.,Richmond,Contra Costa County",37.94552,-122.366808,1.0,range_interpolation,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"Marina Bay Pkwy at Regetta Blvd,Richmond,Contra Costa County",37.922602,-122.34771,1.0,street_center,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"4028 Lambert Rd,Richmond,Contra Costa County",37.971192,-122.312414,1.0,rooftop,El Sobrante,CA,Contra Costa County,94803.0,100000.0,31499.0,39.6,4.6,0.594,0.101,0.0,0.268,0.0
"700 Barrett Ave,Richmond,Contra Costa County",37.938267,-122.363308,0.86,range_interpolation,Richmond,CA,Contra Costa County,94801.0,0.0,0.0,25.7,10.0,0.028,0.474,0.0,0.417,0.0
"1140 Canal Blvd, Kinder Morgan,Richmond,Contra Costa County",37.917713,-122.369026,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"1921 San Joaquin Street ,Richmond,Contra Costa County",37.907029,-122.318081,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,81364.0,52019.0,38.1,4.0,0.342,0.342,0.0,0.187,0.0
"MM 14.07 of the Martinez Sub,Richmond,Contra Costa County",38.027871,-122.265724,1.0,range_interpolation,Rodeo,CA,Contra Costa County,94572.0,82375.0,40723.0,33.6,4.3,0.27,0.238,0.0,0.365,0.11
"BERTH 7, PORT OF RICHMOND,Richmond,Contra Costa County",37.919479,-121.951543,0.95,county,,CA,Contra Costa County,,,,,,,,,,
"665 South 31st Street,Richmond,Contra Costa County",37.922681,-122.339778,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,37214.0,13731.0,20.8,9.9,0.0,0.445,0.0,0.141,0.0
"44th St at MacDonald Ave,Richmond,Contra Costa County",37.932957,-122.328198,1.0,intersection,Richmond,CA,Contra Costa County,94805.0,,,,,,,,,
"2360 Garbin Avenue,Richmond,Contra Costa County",37.673085,-122.109378,0.7,street_center,Hayward,CA,Alameda County,94541.0,97353.0,9368.0,38.5,6.1,0.349,0.065,0.0,0.508,0.0
"Richmond Railyard, milepost marker 1189.3,Richmond,Contra Costa County",37.912211,-122.303675,0.9,street_center,El Cerrito,CA,Contra Costa County,94530.0,122750.0,31172.0,38.4,1.3,0.644,0.015,0.005,0.29,0.0
"4301 Lakeside Dr, Construction Site,Richmond,Contra Costa County",37.988646,-122.3315,1.0,range_interpolation,San Pablo,CA,Contra Costa County,94806.0,68108.0,18288.0,29.2,1.6,0.301,0.307,0.0,0.07,0.046
"1300 Block Pelican Way,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"520 Castro Street,Richmond,Contra Costa County",38.017731,-122.138529,1.0,range_interpolation,Martinez,CA,Contra Costa County,94553.0,35729.0,22499.0,42.4,3.4,0.608,0.236,0.0,0.037,0.0
"1900 ESPLANDE DR, RICHMOND MARINA BOAT RAMP, NEAR SALUTE E VITA RESTAURANT,Richmond,Contra Costa County",37.915132,-122.351697,0.4,rooftop,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"4300 Cutting Blvd,Richmond,Contra Costa County",37.924643,-122.329434,0.95,rooftop,Richmond,CA,Contra Costa County,94804.0,54776.0,43909.0,47.5,12.6,0.142,0.51,0.0,0.319,0.0
"200 Cutting Blvd,Richmond,Contra Costa County",37.92561,-122.367474,0.8,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"1015 Market Ave,Richmond,Contra Costa County",37.959939,-122.3585,1.0,rooftop,San Pablo,CA,Contra Costa County,94806.0,55625.0,23524.0,29.3,3.9,0.381,0.398,0.0,0.088,0.0
"506 Tremont Ave,Richmond,Contra Costa County",37.927326,-122.39042,1.0,rooftop,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"488 Wright Ave. ,Richmond,Contra Costa County",37.920165,-122.364452,0.9,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"East HWY 580, east of Richmond/ San Rafael Toll Plaza,Richmond,Contra Costa County",37.947523,-122.384032,0.5,place,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"2709 Barnard Street,Richmond,Contra Costa County",37.969765,-122.325062,1.0,rooftop,San Pablo,CA,Contra Costa County,94806.0,92188.0,21289.0,40.1,10.4,0.171,0.311,0.0,0.372,0.081
"Parr Blvd , MP14.22 at Matinez subdivision,Richmond,Contra Costa County",37.919479,-121.951543,0.4,county,,CA,Contra Costa County,,,,,,,,,,
"4480 Bell Ave,Richmond,Contra Costa County",37.921741,-122.327362,0.89,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,46279.0,15606.0,31.8,3.9,0.271,0.61,0.0,0.032,0.0
"841 Chevron Way.,Richmond,Contra Costa County",37.92948,-122.386683,0.7,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"4949 Cypress Ave,Richmond,Contra Costa County",37.920383,-122.322555,0.9,rooftop,Richmond,CA,Contra Costa County,94804.0,37667.0,19582.0,33.4,3.7,0.106,0.664,0.0,0.128,0.013
"3400 Richmond Parkway,Richmond,Contra Costa County",37.987714,-122.32378,0.9,rooftop,San Pablo,CA,Contra Costa County,94806.0,63938.0,12535.0,34.3,11.0,0.261,0.446,0.025,0.105,0.0
"Parr Blvd, MP Martinez Subdivision 14.2,Richmond,Contra Costa County",37.968026,-122.368696,0.4,street_center,Richmond,CA,Contra Costa County,94801.0,64097.0,20363.0,37.3,8.7,0.155,0.823,0.0,0.023,0.0
"MP 10.86, subdivision Martinez,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"WB I-80 JEO Central Ave,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"520 Castro St,Richmond,Contra Costa County",38.017731,-122.138529,1.0,range_interpolation,Martinez,CA,Contra Costa County,94553.0,35729.0,22499.0,42.4,3.4,0.608,0.236,0.0,0.037,0.0
"MP 13.3 Martinez Sub,Richmond,Contra Costa County",37.931623,-122.366965,0.9,rooftop,Richmond,CA,Contra Costa County,94801.0,56053.0,35670.0,35.2,15.5,0.166,0.343,0.118,0.31,0.0
"5310 Fallon Ave. and Campbell,Richmond,Contra Costa County",37.917667,-122.319475,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,37667.0,19582.0,33.4,3.7,0.106,0.664,0.0,0.128,0.013
"Cutting Blvd at Carlson Blvd, MP 10.86, Martinez Sub Division,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"1 West Santa Fe Ave, Richmond Yard, Stockton Subdivision, MP1189.0, Track 9129,Pittsburg,Contra Costa County",38.027012,-121.889692,1.0,range_interpolation,Pittsburg,CA,Contra Costa County,94565.0,74148.0,9810.0,27.3,3.7,0.129,0.625,0.0,0.069,0.0
"Close to 1095 Parkside Dr,Richmond,Contra Costa County",37.980405,-122.310013,0.9,nearest_rooftop_match,El Sobrante,CA,Contra Costa County,94803.0,88818.0,22868.0,48.4,4.4,0.141,0.386,0.0,0.443,0.0
"1340 marina Way South,Richmond,Contra Costa County",37.917326,-122.355774,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"209 Parr Blvd,Richmond,Contra Costa County",37.967944,-122.369065,1.0,range_interpolation,Richmond,CA,Contra Costa County,94801.0,64097.0,20363.0,37.3,8.7,0.155,0.823,0.0,0.023,0.0
"Richmond Channel, Pier RCH 12,Richmond,Contra Costa County",37.912211,-122.303675,0.9,street_center,El Cerrito,CA,Contra Costa County,94530.0,122750.0,31172.0,38.4,1.3,0.644,0.015,0.005,0.29,0.0
"Near John F. McCarthy Bridge,Richmond,Contra Costa County",37.883947,-122.051415,1.0,street_center,Walnut Creek,CA,Contra Costa County,94596.0,85615.0,12565.0,31.7,0.8,0.661,0.062,0.0,0.21,0.0
"36th St and Wall Ave,Richmond,Contra Costa County",37.928022,-122.335205,0.8,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"4700 Hartnette Ave,Richmond,Contra Costa County",37.916623,-122.32697,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,37667.0,19582.0,33.4,3.7,0.106,0.664,0.0,0.128,0.013
"Intersection of Rheem Ave & 13th St,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"NP: 14.07 of the Martinez Sub, Brookside Drive & Giants Road,Richmond,Contra Costa County",37.960184,-122.35553,0.48,intersection,San Pablo,CA,Contra Costa County,94806.0,,,,,,,,,
"Residential Area from S. 22nd St to S. 23rd St.,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"980 Hensley (parking lot near front gate),Richmond,Contra Costa County",37.94552,-122.366808,1.0,range_interpolation,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"BNSF Diesel Service Facility, MP 1189,Richmond,Contra Costa County",37.919479,-121.951543,0.4,county,,CA,Contra Costa County,,,,,,,,,,
"MP 12 Sub Martinez, Richmond AMTRAK Depot.,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"13th St.  Rheem Ave,Richmond,Contra Costa County",37.947047,-122.357187,1.0,street_center,Richmond,CA,Contra Costa County,94801.0,59188.0,28498.0,40.5,5.2,0.638,0.176,0.0,0.186,0.0
"23rd Street & Cutting Boulevard,Richmond,Contra Costa County",37.925193,-122.347665,0.8,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"Hartnett Ave x Carlson Ave,Richmond,Contra Costa County",37.917287,-122.325666,1.0,street_center,Richmond,CA,Contra Costa County,94804.0,37667.0,19582.0,33.4,3.7,0.106,0.664,0.0,0.128,0.013
"3rd Avenue & Pennsylvania Avenue,Richmond,Contra Costa County",37.940356,-122.36668,0.08,intersection,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"36th St x Wall Ave,Richmond,Contra Costa County",37.94327,-122.332853,0.9,street_center,Richmond,CA,Contra Costa County,94805.0,86451.0,39485.0,49.6,14.6,0.621,0.329,0.0,0.013,0.0
"13th St x Costa St,Richmond,Contra Costa County",37.947047,-122.357187,1.0,street_center,Richmond,CA,Contra Costa County,94801.0,59188.0,28498.0,40.5,5.2,0.638,0.176,0.0,0.186,0.0
"SF Bay Trail, Point Isabel Regional Park,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"3rd St. and Pensylvenia Ave.,Richmond,Contra Costa County",37.940356,-122.36668,0.28,intersection,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"South 23rd St & Cutting Blvd,Richmond,Contra Costa County",37.925193,-122.347665,1.0,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"36 TH St. and Wall Ave.,Richmond,Contra Costa County",37.928022,-122.335205,0.8,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"13th St. and Dunn Ave,Richmond,Contra Costa County",37.948845,-122.35722,0.83,intersection,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"441 Western Dr.,Richmond,Contra Costa County",37.925993,-122.391718,1.0,rooftop,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"13th St. x Wright Ave.,Richmond,Contra Costa County",37.947047,-122.357187,1.0,street_center,Richmond,CA,Contra Costa County,94801.0,59188.0,28498.0,40.5,5.2,0.638,0.176,0.0,0.186,0.0
"Boat Ramp Road X Cutting Blvd,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"Marina Bay Pkwy and Meeker Ave,Richmond,Contra Costa County",37.920425,-122.347192,0.95,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"3rd and 301 Pennsylvania,Richmond,Contra Costa County",37.933194,-121.692151,0.3,street_center,Brentwood,CA,Contra Costa County,94513.0,107934.0,12360.0,34.4,1.8,0.426,0.099,0.0,0.359,0.0
"1308 Pelican way,Richmond,Contra Costa County",37.911037,-122.380725,1.0,rooftop,Richmond,CA,Contra Costa County,94801.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"UPRR Martinez Subdivision, MP 14.22, Main Track 2, DOT Crossing 751694D,Richmond,Contra Costa County",37.930541,-122.348429,0.5,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,59840.0,16148.0,24.6,6.5,0.064,0.456,0.0,0.272,0.0
"800 Wright Ave. ,Richmond,Contra Costa County",37.921718,-122.361285,0.9,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"2913 Alta Mira Dr.,Richmond,Contra Costa County",37.973083,-122.326605,1.0,rooftop,San Pablo,CA,Contra Costa County,94806.0,99063.0,22809.0,60.2,9.1,0.183,0.489,0.0,0.298,0.0
"Isabel Road & Central Avenue,Richmond,Contra Costa County",37.896789,-122.321619,1.0,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"Costa Street x 13th Street,Richmond,Contra Costa County",37.99141,-122.289921,0.9,street_center,Pinole,CA,Contra Costa County,94564.0,82857.0,38938.0,51.0,10.3,0.45,0.036,0.0,0.491,0.0
"UPRR Martinez Subdivision, MP 10.86, Track 1, DOT Crossing 754678U,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"861 Wharf,Richmond,Contra Costa County",37.919771,-122.372476,0.9,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"2377 Garden Tract Rd.,Richmond,Contra Costa County",37.966832,-122.376261,1.0,range_interpolation,Richmond,CA,Contra Costa County,94801.0,55625.0,23524.0,29.3,3.9,0.381,0.398,0.0,0.088,0.0
"4700 Hartnett Ave. ,Richmond,Contra Costa County",37.916623,-122.32697,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,37667.0,19582.0,33.4,3.7,0.106,0.664,0.0,0.128,0.013
"2300 Cutting Blvd, Cutting and South 23rd,Richmond,Contra Costa County",37.924923,-122.347323,0.9,rooftop,Richmond,CA,Contra Costa County,94804.0,37214.0,13731.0,20.8,9.9,0.0,0.445,0.0,0.141,0.0
"3601 Wall Ave intersection S. 36th St.,Richmond,Contra Costa County",37.928244,-122.335716,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,57803.0,13467.0,29.8,2.0,0.083,0.628,0.061,0.127,0.0
"684 3rd St. intersection of Pennsylvania,Richmond,Contra Costa County",37.942137,-122.366412,0.3,rooftop,Richmond,CA,Contra Costa County,94801.0,57933.0,14262.0,28.1,3.1,0.026,0.638,0.034,0.063,0.0
